source_file,slug,category,caption,city,year,custom_crop
PXL_20221129_163934791.jpg,photo-20221129-03,commercial,Electrical system with metal enclosures — featuring electrical panel enclosure (work in progress),,2022,
PXL_20221108_161143025.jpg,photo-20221108-01,commercial,Electrical work in unfinished wood-framed space — with panel and wiring detail (detailed installation view),,2022,
PXL_20221108_161141773.jpg,photo-20221108-02,commercial,Electrical work in unfinished wood-framed space — with panel and wiring detail (detailed installation view),,2022,
PXL_20221101_160754393.jpg,photo-20221101-01,commercial,Electrical work in unfinished wood-framed space — with panel and wiring detail (detailed installation view),,2022,
PXL_20221101_160752237.jpg,photo-20221101-02,commercial,Electrical work in unfinished wood-framed space — with panel and wiring detail (detailed installation view),,2022,
IMG_20220929_111601_01.jpg,photo-20220929-01,commercial,Electrical work in unfinished wood-framed space — showing color-coded wiring and connections (work in progress),,2022,
PXL_20220929_183136959.jpg,photo-20220929-02,commercial,Electrical system with metal enclosures — with panel and wiring detail (work in progress),,2022,
PXL_20220929_183129956.jpg,photo-20220929-03,commercial,Electrical system with metal enclosures — showing color-coded wiring and connections (work in progress),,2022,
PXL_20220929_183127892.jpg,photo-20220929-04,commercial,Electrical system with metal enclosures — showing color-coded wiring and connections (work in progress),,2022,
PXL_20220928_202116997.jpg,photo-20220928-01,commercial,Electrical work in unfinished wood-framed space — with panel and wiring detail (detailed installation view),,2022,
PXL_20220928_202115626.jpg,photo-20220928-02,commercial,Electrical work in unfinished wood-framed space — with panel and wiring detail (detailed installation view),,2022,
PXL_20220928_202057644.jpg,photo-20220928-03,commercial,Electrical work in unfinished wood-framed space — with panel and wiring detail (detailed installation view),,2022,
PXL_20220928_202038767.jpg,photo-20220928-04,commercial,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2022,
PXL_20220920_165139392.jpg,photo-20220920-01,commercial,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2022,
PXL_20220920_165134799.jpg,photo-20220920-02,commercial,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2022,
PXL_20220919_213917827.jpg,photo-20220919-01,commercial,Electrical system with metal enclosures — with panel and wiring detail (work in progress),,2022,
PXL_20220919_213908655.jpg,photo-20220919-02,commercial,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2022,
PXL_20220919_213734399.jpg,photo-20220919-03,commercial,Electrical system with metal enclosures — with panel and wiring detail (work in progress),,2022,
PXL_20220919_192351037.jpg,photo-20220919-04,commercial,Electrical system with metal enclosures — with panel and wiring detail (work in progress),,2022,
PXL_20220905_213014170.jpg,photo-20220905-01,commercial,Electrical equipment in dimly lit area — featuring electrical panel enclosure (work in progress),,2022,
PXL_20220902_151830139.jpg,photo-20220902-01,commercial,Indoor electrical installation with metal components — featuring electrical panel enclosure (work in progress),,2022,
PXL_20220902_151842927.jpg,photo-20220902-02,commercial,Electrical system with metal enclosures — featuring electrical panel enclosure (work in progress),,2022,
PXL_20220822_150008583.jpg,photo-20220822-01,new-construction,Electrical system with metal enclosures — with panel and wiring detail (work in progress),,2022,
PXL_20220822_150005751.jpg,photo-20220822-02,new-construction,Electrical system with metal enclosures — with panel and wiring detail (work in progress),,2022,
PXL_20220810_192938965.jpg,photo-20220810-01,new-construction,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2022,
PXL_20220810_192908795.jpg,photo-20220810-02,new-construction,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2022,
PXL_20220810_192850381.jpg,photo-20220810-03,new-construction,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2022,
PXL_20220810_192840047.jpg,photo-20220810-04,new-construction,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2022,
PXL_20220809_182250573.jpg,photo-20220809-01,uncategorized,Electrical system with metal enclosures — with panel and wiring detail (detailed installation view),,2022,
PXL_20220809_152234033.jpg,photo-20220809-02,uncategorized,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2022,
PXL_20220809_211317211.jpg,photo-20220809-03,uncategorized,Electrical work in unfinished wood-framed space — featuring electrical panel enclosure (work in progress),,2022,
PXL_20220809_211314299.jpg,photo-20220809-04,uncategorized,Electrical work in unfinished wood-framed space — featuring electrical panel enclosure (work in progress),,2022,
PXL_20220808_162013756.jpg,photo-20220808-01,uncategorized,Electrical system with metal enclosures — with panel and wiring detail (work in progress),,2022,
PXL_20220808_162019649.jpg,photo-20220808-02,uncategorized,Electrical equipment in dimly lit area — featuring electrical panel enclosure (work in progress),,2022,
PXL_20220808_162021447.jpg,photo-20220808-03,uncategorized,Electrical equipment in dimly lit area — featuring electrical panel enclosure (work in progress),,2022,
PXL_20220808_161958123.jpg,photo-20220808-04,uncategorized,Electrical work in unfinished wood-framed space — featuring electrical panel enclosure (work in progress),,2022,
PXL_20220804_170710052.jpg,photo-20220804-01,uncategorized,Electrical system with metal enclosures — with panel and wiring detail (detailed installation view),,2022,
PXL_20220804_165512063.jpg,photo-20220804-02,uncategorized,Electrical system with metal enclosures — with panel and wiring detail (work in progress),,2022,
PXL_20220804_165518910.jpg,photo-20220804-03,uncategorized,Electrical equipment in dimly lit area — with panel and wiring detail (work in progress),,2022,
PXL_20220804_211135508.jpg,photo-20220804-04,uncategorized,Electrical equipment in dimly lit area — featuring electrical panel enclosure (work in progress),,2022,
PXL_20220722_160552886.jpg,photo-20220722-01,new-construction,Electrical system with metal enclosures — with panel and wiring detail (work in progress),,2022,
PXL_20220722_204729910.jpg,photo-20220722-02,new-construction,Electrical work in unfinished wood-framed space — with panel and wiring detail (detailed installation view),,2022,
PXL_20220722_204737893.jpg,photo-20220722-03,new-construction,Electrical work in unfinished wood-framed space — with panel and wiring detail (detailed installation view),,2022,
PXL_20220722_204635767.jpg,photo-20220722-04,new-construction,Electrical equipment in dimly lit area — with panel and wiring detail (detailed installation view),,2022,
PXL_20220715_132515511.jpg,photo-20220715-01,new-construction,Electrical work in unfinished wood-framed space — with panel and wiring detail (detailed installation view),,2022,
PXL_20220715_145801850.jpg,photo-20220715-02,new-construction,Electrical work in unfinished wood-framed space — with panel and wiring detail (detailed installation view),,2022,
PXL_20220715_145755371.jpg,photo-20220715-03,new-construction,Electrical system with metal enclosures — with panel and wiring detail (detailed installation view),,2022,
PXL_20220715_145757560.jpg,photo-20220715-04,new-construction,Electrical work in unfinished wood-framed space — featuring electrical panel enclosure (work in progress),,2022,
PXL_20220712_153145234.jpg,photo-20220712-01,new-construction,Electrical work in unfinished wood-framed space — with copper wiring and terminals visible (work in progress),,2022,
PXL_20220712_153141897.jpg,photo-20220712-02,new-construction,Electrical work in unfinished wood-framed space — with copper wiring and terminals visible (work in progress),,2022,
PXL_20220711_215312779.jpg,photo-20220711-01,new-construction,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2022,
PXL_20220711_215306882.jpg,photo-20220711-02,new-construction,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2022,
PXL_20220711_211713822.jpg,photo-20220711-03,new-construction,Exterior electrical installation with blue sky backdrop — with panel and wiring detail (work in progress),,2022,
PXL_20220711_211709647.jpg,photo-20220711-04,new-construction,Exterior electrical installation with blue sky backdrop — with panel and wiring detail (work in progress),,2022,
PXL_20220710_151011068.jpg,photo-20220710-01,new-construction,Electrical system with metal enclosures — with panel and wiring detail (work in progress),,2022,
PXL_20220709_000402524.jpg,photo-20220709-01,uncategorized,Electrical work in unfinished wood-framed space — with panel and wiring detail (detailed installation view),,2022,
PXL_20220709_000356423.jpg,photo-20220709-02,uncategorized,Electrical work in unfinished wood-framed space — with panel and wiring detail (detailed installation view),,2022,
PXL_20220709_000353825.jpg,photo-20220709-03,uncategorized,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2022,
PXL_20220708_200639185.jpg,photo-20220708-01,uncategorized,Electrical system with metal enclosures — with panel and wiring detail (detailed installation view),,2022,
PXL_20220708_003121076.jpg,photo-20220708-02,uncategorized,Electrical work in unfinished wood-framed space — with panel and wiring detail (detailed installation view),,2022,
PXL_20220708_235939815.jpg,photo-20220708-03,uncategorized,Electrical work in unfinished wood-framed space — with panel and wiring detail (detailed installation view),,2022,
PXL_20220708_235935377.jpg,photo-20220708-04,uncategorized,Electrical system with metal enclosures — with panel and wiring detail (detailed installation view),,2022,
PXL_20220707_235720891.jpg,photo-20220707-01,uncategorized,Electrical work in unfinished wood-framed space — with panel and wiring detail (detailed installation view),,2022,
PXL_20220707_232540383.jpg,photo-20220707-02,uncategorized,Electrical system with metal enclosures — with panel and wiring detail (detailed installation view),,2022,
PXL_20220707_232544646.jpg,photo-20220707-03,uncategorized,Exterior electrical installation with blue sky backdrop — with panel and wiring detail (detailed installation view),,2022,
PXL_20220707_235655584.jpg,photo-20220707-04,uncategorized,Electrical system with metal enclosures — with panel and wiring detail (detailed installation view),,2022,
PXL_20220617_212044006.jpg,photo-20220617-01,new-construction,Electrical work in unfinished wood-framed space (work in progress),,2022,
PXL_20220617_212202629.jpg,photo-20220617-02,new-construction,Electrical work in unfinished wood-framed space — featuring electrical panel enclosure (work in progress),,2022,
PXL_20220616_214314787.jpg,photo-20220616-01,new-construction,Electrical work in unfinished wood-framed space — with copper wiring and terminals visible (work in progress),,2022,
PXL_20220603_151654671.jpg,photo-20220603-01,uncategorized,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2022,
PXL_20220603_151650809.jpg,photo-20220603-02,uncategorized,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2022,
PXL_20220603_151916287.jpg,photo-20220603-03,uncategorized,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2022,
PXL_20220603_151709166.jpg,photo-20220603-04,uncategorized,Electrical system with metal enclosures — with panel and wiring detail (detailed installation view),,2022,
PXL_20220602_181014962.jpg,photo-20220602-01,uncategorized,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2022,
PXL_20220602_181027530.jpg,photo-20220602-02,uncategorized,Electrical work in unfinished wood-framed space — showing color-coded wiring and connections (work in progress),,2022,
PXL_20220602_181040909.jpg,photo-20220602-03,uncategorized,Electrical work in unfinished wood-framed space (work in progress),,2022,
PXL_20220602_181004900.jpg,photo-20220602-04,uncategorized,Electrical work in unfinished wood-framed space — featuring electrical panel enclosure (work in progress),,2022,
PXL_20220527_145905852.jpg,photo-20220527-01,lighting,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2022,
PXL_20220527_145903221.jpg,photo-20220527-02,lighting,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2022,
PXL_20220527_145858790.jpg,photo-20220527-03,lighting,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2022,
PXL_20220527_174445836.jpg,photo-20220527-04,lighting,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2022,
PXL_20220507_021651522.jpg,photo-20220507-01,lighting,Electrical system with metal enclosures — featuring electrical panel enclosure (work in progress),,2022,
PXL_20220506_175025650.jpg,photo-20220506-01,lighting,Electrical equipment in dimly lit area — showing color-coded wiring and connections (detailed installation view),,2022,
PXL_20220506_175016799.jpg,photo-20220506-02,lighting,Electrical work in unfinished wood-framed space — showing color-coded wiring and connections (work in progress),,2022,
PXL_20220506_175012662.jpg,photo-20220506-03,lighting,Electrical equipment in dimly lit area — with panel and wiring detail (work in progress),,2022,
PXL_20220506_175005017.jpg,photo-20220506-04,lighting,Electrical work in unfinished wood-framed space — with panel and wiring detail (detailed installation view),,2022,
PXL_20220420_172330049.jpg,photo-20220420-01,lighting,Electrical work in unfinished wood-framed space — with panel and wiring detail (detailed installation view),,2022,
PXL_20220420_172328213.jpg,photo-20220420-02,lighting,Electrical work in unfinished wood-framed space — with panel and wiring detail (detailed installation view),,2022,
PXL_20220420_165348627.jpg,photo-20220420-03,lighting,Electrical work in unfinished wood-framed space — with panel and wiring detail (detailed installation view),,2022,
PXL_20220420_165310172.jpg,photo-20220420-04,lighting,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2022,
PXL_20220304_163113994.jpg,photo-20220304-01,lighting,Exterior electrical installation with blue sky backdrop (work in progress),,2022,
PXL_20220201_194809155.jpg,photo-20220201-01,uncategorized,Electrical system with metal enclosures — featuring electrical panel enclosure (work in progress),,2022,
PXL_20220127_223503154.jpg,photo-20220127-01,uncategorized,Electrical system with metal enclosures — with panel and wiring detail (work in progress),,2022,
PXL_20220127_223501324.jpg,photo-20220127-02,uncategorized,Electrical system with metal enclosures — with panel and wiring detail (work in progress),,2022,
PXL_20220127_223358531.jpg,photo-20220127-03,uncategorized,Electrical system with metal enclosures — with panel and wiring detail (work in progress),,2022,
PXL_20220127_182501413.jpg,photo-20220127-04,uncategorized,Electrical work in unfinished wood-framed space — with panel and wiring detail (detailed installation view),,2022,
PXL_20220118_194826691.jpg,photo-20220118-01,uncategorized,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2022,
PXL_20220118_194823936.jpg,photo-20220118-02,uncategorized,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2022,
PXL_20220118_194845850.jpg,photo-20220118-03,uncategorized,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2022,
PXL_20220106_170937504.jpg,photo-20220106-01,uncategorized,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2022,
PXL_20220106_173234764.jpg,photo-20220106-02,uncategorized,Electrical work in unfinished wood-framed space — with panel and wiring detail (work in progress),,2022,
PXL_20220106_170949275.jpg,photo-20220106-03,uncategorized,Exterior electrical installation with blue sky backdrop — showing color-coded wiring and connections (work in progress),,2022,
PXL_20220106_173240824.jpg,photo-20220106-04,uncategorized,Indoor electrical installation with metal components — with panel and wiring detail (work in progress),,2022,
media_1788543290104.png,gallery-sylvania-zinsco-panel,panel,Vintage Sylvania Zinsco main service panel with color-coded breakers prior to safety upgrade,Los Angeles,2026,"35,425,655,890"
